transaction_id,customer_id,transaction_date,channel,payment_method,product_category,quantity,unit_price,transaction_amount
T0008625,C01423,2023-09-01,Mobile App,Cash,Electronics,1,597.42,597.42
T0000161,C00025,2023-09-01,Web,Debit Card,Sports,1,717.78,717.78
T0009195,C01528,2023-09-01,Web,Credit Card,Electronics,1,2670.56,2670.56
T0008787,C01451,2023-09-01,Web,Wallet,Sports,2,1155.5,2311.0
T0008943,C01480,2023-09-02,Mobile App,Credit Card,Clothing,3,417.31,1251.94
T0009852,C00034,2023-09-02,In-Store,Credit Card,Books,2,1388.84,2777.68
T0002687,C00443,2023-09-02,Web,Wallet,Toys,1,1156.16,1156.16
T0007608,C01256,2023-09-02,In-Store,Wallet,Beauty,1,1394.2,1394.2
T0001360,C00224,2023-09-03,Web,Credit Card,Clothing,1,1791.7,1791.7
T0004113,C00687,2023-09-04,Web,Credit Card,Toys,1,3081.54,3081.54
T0002804,C00467,2023-04-09,Web,Credit Card,Sports,1,1296.93,1296.93
T0005183,C00865,2023-09-04,Mobile App,Cash,Sports,1,915.25,915.25
T0006573,C01085,2023-09-05,Web,Credit Card,Electronics,1,2616.91,2616.91
T0005260,C00879,2023-09-05,Web,Credit Card,Sports,1,1878.22,1878.22
T0004884,C00812,2023-09-07,Web,Debit Card,Electronics,1,2620.95,2620.95
T0005003,C00834,2023-09-08,Web,Cash,Sports,1,1342.12,1342.12
T0001811,C00297,2023-09-09,Mobile App,Credit Card,Sports,3,430.15,1290.44
T0006089,C01006,2023-09-09,Mobile App,Credit Card,Home & Kitchen,2,704.19,1408.37
T0000535,C00083,2023-09-09,Web,Credit Card,Toys,2,762.59,1525.19
T0001714,C00283,2023-09-09,Mobile App,Credit Card,Electronics,1,826.03,826.03
T0007768,C01281,2023-09-09,In-Store,Credit Card,Electronics,1,1886.44,1886.44
T0005638,C00937,2023-09-09,Web,Credit Card,Toys,2,342.19,684.38
T0003276,C00545,2023-09-09,Web,Wallet,Books,1,2959.04,2959.04
T0007854,C01294,2023-09-10,Web,Credit Card,Beauty,1,696.41,696.41
T0002602,C00429,2023-09-10,Web,Wallet,Beauty,1,3165.67,3165.67
T0006467,C01067,2023-09-10,Web,Credit Card,Home & Kitchen,1,1938.92,1938.92
T0002191,C00359,2023-09-11,Mobile App,Credit Card,Beauty,1,1294.9,1294.9
T0004749,C00788,2023-09-11,Mobile App,Credit Card,Books,4,508.03,2032.13
T0005899,C00974,2023-09-11,Web,Debit Card,Books,1,1164.13,1164.13
T0006333,C01045,2023-09-13,Web,Credit Card,Clothing,3,282.37,847.11
T0008354,C01376,2023-09-13,Mobile App,Wallet,Toys,1,1382.42,1382.42
T0002378,C00391,2023-09-14,Web,Debit Card,Toys,2,1321.19,2642.39
T0001936,C00318,2023-09-15,Mobile App,Credit Card,Electronics,1,1560.47,1560.47
T0001826,C00300,2023-09-16,Web,Debit Card,Electronics,2,1237.3,2474.6
T0008119,C01338,2023-09-16,Web,Debit Card,Electronics,5,313.8,1569.0
T0006408,C01056,2023-09-16,Mobile App,Cash,Sports,1,978.25,978.25
T0005953,C00985,2023-09-16,Mobile App,Credit Card,Clothing,3,418.64,1255.91
T0006882,C01142,2023-09-17,Mobile App,Cash,Toys,2,1042.03,2084.06
T0008373,C01380,2023-09-17,Mobile App,Credit Card,Books,1,1056.24,1056.24
T0006655,C01102,2023-09-18,Mobile App,Debit Card,Books,1,2199.78,2199.78
T0009974,C00053,2023-09-18,Web,Cash,Books,3,629.6,1888.81
T0003222,C00537,2023-09-18,Web,Cash,Clothing,1,2641.12,2641.12
T0009585,C01590,2023-09-19,Web,Cash,Books,3,388.02,1164.06
T0001773,C00292,2023-09-19,In-Store,Cash,Toys,6,223.53,1341.17
T0009511,C01577,2023-09-20,Web,Credit Card,Clothing,1,2064.21,2064.21
T0001548,C00254,2023-09-21,In-Store,Debit Card,Clothing,2,208.32,416.63
T0000292,C00048,2023-09-21,Web,Debit Card,Books,1,898.67,898.67
T0000505,C00078,2023-09-22,Web,Cash,Clothing,1,2592.59,2592.59
T0001526,C00251,2023-09-22,Mobile App,Cash,Beauty,2,811.95,1623.91
T0003376,C00563,2023-09-22,Web,Credit Card,Home & Kitchen,2,741.37,1482.74
T0001047,C00172,2023-09-22,In-Store,Credit Card,Books,1,2627.66,2627.66
T0005192,C00866,2023-09-22,Mobile App,Credit Card,Books,1,2435.51,2435.51
T0003143,C00526,2023-09-22,In-Store,Wallet,Beauty,1,1835.73,1835.73
T0005632,C00936,2023-09-23,Mobile App,Wallet,Books,1,878.03,878.03
T0002728,C00452,2023-09-23,Mobile App,Debit Card,Sports,3,275.25,825.74
T0004740,C00786,2023-09-23,Mobile App,Cash,Electronics,1,1115.68,1115.68
T0009819,C00029,2023-09-23,Web,Wallet,Books,1,2843.33,2843.33
T0008105,C01336,2023-09-24,Web,Debit Card,Beauty,1,1392.04,1392.04
T0000116,C00019,2023-09-24,Web,Credit Card,Sports,1,2016.42,2016.42
T0008994,C01489,2023-09-24,Mobile App,Credit Card,Sports,2,1297.95,2595.9
T0004331,C00723,2023-09-24,Mobile App,Cash,Books,2,651.52,1303.05
T0000838,C00137,2023-09-24,Web,Wallet,Clothing,2,512.65,1025.3
T0002373,C00390,2023-09-25,Mobile App,Wallet,Beauty,2,2345.77,4691.54
T0002720,C00451,2023-09-25,Mobile App,Debit Card,Books,1,359.75,359.75
T0006115,C01011,2023-09-25,Web,Wallet,Beauty,1,3426.96,3426.96
T0007196,C01187,2023-09-25,Web,Cash,Books,1,3940.7,3940.7
T0003587,C00600,2023-09-27,Web,Cash,Sports,12,142.86,1714.28
T0005459,C00910,2023-09-27,Web,Credit Card,Electronics,2,869.06,1738.12
T0002530,C00417,2023-09-28,Mobile App,Cash,Books,1,3689.8,3689.8
T0009387,C01559,2023-09-28,In-Store,Credit Card,Electronics,2,791.21,1582.42
T0000852,C00139,2023-09-29,Web,Cash,Home & Kitchen,1,1327.6,1327.6
T0006472,C01068,2023-09-29,In-Store,Debit Card,Clothing,2,989.68,1979.35
T0002247,C00369,2023-09-29,Mobile App,Wallet,Beauty,1,558.94,558.94
T0003602,C00602,2023-09-30,Mobile App,Credit Card,Toys,1,679.14,679.14
T0003612,C00604,2023-09-30,Web,Credit Card,Books,1,2356.97,2356.97
T0004709,C00783,2023-09-30,Mobile App,Wallet,Home & Kitchen,1,643.38,643.38
T0009292,C01543,2023-10-01,Mobile App,Credit Card,Sports,3,455.3,1365.9
T0000223,C00036,2023-10-01,Mobile App,Debit Card,Sports,5,310.24,1551.19
T0002818,C00470,2023-10-01,In-Store,Cash,Clothing,1,4338.0,4338.0
T0009095,C01509,2023-10-02,In-Store,Cash,Beauty,2,499.81,999.62
T0005057,C00842,2023-10-02,Mobile App,Credit Card,Toys,2,239.77,479.54
T0009133,C01515,2023-10-03,Mobile App,Cash,Sports,1,779.66,779.66
T0009567,C01586,2023-10-03,Web,Credit Card,Books,1,1542.08,1542.08
T0007041,C01164,2023-10-03,Web,,Beauty,1,553.39,553.39
T0000111,C00018,2023-10-04,Mobile App,Credit Card,Books,1,2056.01,2056.01
T0003343,C00557,2023-10-04,Web,Wallet,Toys,2,1305.2,2610.4
T0002300,C00377,2023-10-04,Web,Wallet,Toys,1,3156.98,3156.98
T0002097,C00342,2023-10-06,Mobile App,Debit Card,Toys,2,981.13,1962.26
T0007421,C01226,2023-10-06,Mobile App,Credit Card,Toys,4,373.06,1492.25
T0000949,C00156,2023-10-07,Mobile App,Debit Card,Home & Kitchen,2,417.44,834.88
T0006870,C01140,2023-10-07,Web,Debit Card,Sports,1,2958.65,2958.65
T0006695,C01109,2023-10-07,Web,Cash,Beauty,1,1893.73,1893.73
T0000353,C00058,2023-10-08,Web,Credit Card,Clothing,2,1430.39,2860.78
T0000243,C00039,2023-10-08,Mobile App,Cash,Toys,5,532.59,2662.97
T0002889,C00481,2023-10-10,In-Store,Credit Card,Beauty,1,1066.07,1066.07
T0004977,C00829,2023-10-10,Web,Cash,Electronics,1,4531.1,4531.1
T0003891,C00651,2023-10-10,Mobile App,Cash,Sports,3,911.24,2733.71
T0003012,C00503,2023-11-10,In-Store,Credit Card,Clothing,3,369.19,1107.58
T0008272,C01363,2023-10-11,Mobile App,Credit Card,Home & Kitchen,3,1178.44,3535.33
T0003527,C00592,2023-10-11,Mobile App,Credit Card,Beauty,1,1456.78,1456.78
T0004030,C00674,2023-10-11,In-Store,Credit Card,Books,1,291.73,291.73
T0008763,C01447,2023-10-11,In-Store,Cash,Electronics,1,3961.52,3961.52
T0002614,C00431,2023-10-11,Web,Credit Card,Toys,1,1301.41,1301.41
T0001049,C00172,2023-10-12,Web,Credit Card,Sports,1,1177.23,1177.23
T0001839,C00302,2023-10-12,Mobile App,Cash,Clothing,2,568.09,1136.18
T0008390,C01384,2023-10-12,Mobile App,Credit Card,Books,3,675.34,2026.03
T0001974,C00323,2023-10-12,Web,Credit Card,Home & Kitchen,2,1562.06,3124.12
T0005217,C00871,2023-10-13,In-Store,Wallet,Toys,1,1336.25,1336.25
T0003457,C00578,2023-10-13,Web,Credit Card,Clothing,2,382.44,764.88
T0005507,C00918,2023-10-13,Web,Cash,Clothing,3,955.83,2867.5
T0008128,C01340,2023-10-14,Mobile App,Debit Card,Sports,5,81.99,409.93
T0002263,C00372,2023-10-14,Mobile App,Credit Card,Clothing,5,242.42,1212.09
T0000958,C00157,2023-10-14,,Debit Card,Toys,1,1543.59,1543.59
T0003364,C00561,2023-10-14,Mobile App,Cash,Books,4,617.4,2469.58
T0006644,C01100,2023-10-15,Mobile App,Credit Card,Electronics,1,2187.76,2187.76
T0008804,C01454,2023-10-15,Web,Wallet,Toys,1,2711.13,2711.13
T0006763,C01119,2023-10-16,Web,Credit Card,Beauty,1,2184.87,2184.87
T0001567,C00256,2023-10-16,Web,Cash,Sports,1,1715.05,1715.05
T0009570,C01586,2023-10-17,Mobile App,Credit Card,Sports,1,2823.67,2823.67
T0004439,C00740,2023-10-17,Web,Credit Card,Books,1,1071.15,1071.15
T0001681,C00277,2023-10-17,Mobile App,Credit Card,Beauty,1,3182.94,3182.94
T0002518,C00415,2023-10-18,Web,Credit Card,Home & Kitchen,1,2057.19,2057.19
T0002849,C00475,2023-10-18,Web,Debit Card,Books,1,2475.43,2475.43
T0002205,C00362,2023-10-18,Web,Wallet,Books,3,317.85,953.56
T0009651,C00003,2023-10-19,Web,Wallet,Toys,2,404.24,808.48
T0004486,C00748,2023-10-20,In-Store,Cash,Toys,1,1628.79,1628.79
T0001961,C00321,2023-10-20,Web,Credit Card,Clothing,4,458.4,1833.61
T0002652,C00437,2023-10-21,Mobile App,Cash,Home & Kitchen,2,2192.1,4384.2
T0006113,C01010,2023-10-22,Web,Credit Card,Clothing,1,2853.77,2853.77
T0009329,C01551,2023-10-22,Web,Cash,Books,1,1586.42,1586.42
T0000658,C00105,2023-10-24,In-Store,,Toys,1,2846.63,2846.63
T0005903,C00975,2023-10-24,Mobile App,Debit Card,Clothing,1,1243.03,1243.03
T0005612,C00934,2023-10-25,In-Store,Cash,Home & Kitchen,2,1117.37,2234.75
T0009758,C00020,2023-10-25,Web,Cash,Electronics,2,536.63,1073.26
T0003521,C00590,2023-10-25,Web,Cash,Electronics,1,2755.48,2755.48
T0001380,C00228,2023-10-25,Web,Debit Card,Clothing,1,1411.6,1411.6
T0006590,C01087,2023-10-26,Mobile App,Cash,Beauty,1,1272.32,1272.32
T0001804,C00297,2023-10-26,Mobile App,Cash,Beauty,3,429.21,1287.62
T0000250,C00040,2023-10-26,Web,Debit Card,Books,1,3116.71,3116.71
T0007182,C01185,2023-10-26,Web,Cash,Home & Kitchen,1,1211.81,1211.81
T0002111,C00344,2023-10-26,Web,Wallet,Sports,2,606.62,1213.24
T0000657,C00104,2023-10-27,Web,Cash,Home & Kitchen,2,426.71,853.41
T0004514,C00752,2023-10-28,Mobile App,,Toys,2,923.15,1846.31
T0008008,C01322,2023-10-28,In-Store,Credit Card,Sports,1,2134.75,2134.75
T0000913,C00149,2023-10-28,Mobile App,Credit Card,Beauty,1,719.37,719.37
T0008114,C01337,2023-10-29,Web,Wallet,Clothing,2,460.18,920.36
T0001342,C00221,2023-10-30,Web,Credit Card,Sports,2,813.07,1626.13
T0007976,C01317,2023-10-30,Web,Debit Card,Sports,1,1155.21,1155.21
T0009939,C00047,2023-10-31,Web,Credit Card,Electronics,1,613.92,613.92
T0009534,C01581,2023-10-31,Web,Debit Card,Electronics,1,1187.6,1187.6
T0008235,C01356,2023-10-31,Web,Wallet,Home & Kitchen,1,1175.78,1175.78
T0007199,C01188,2023-10-31,Web,Credit Card,Home & Kitchen,4,318.99,1275.97
T0009579,C01589,2023-11-01,In-Store,Cash,Sports,1,798.38,798.38
T0003413,C00571,2023-11-02,In-Store,Debit Card,Books,1,3431.42,3431.42
T0007230,C01193,2023-11-02,Web,Credit Card,Clothing,2,740.62,1481.23
T0008174,C01347,2023-11-03,Web,Cash,Books,3,552.77,1658.3
T0009407,C01561,2023-11-03,Mobile App,Wallet,Beauty,1,2018.4,2018.4
T0000766,C00126,2023-11-03,Web,Wallet,Home & Kitchen,5,496.77,2483.86
T0005537,C00921,2023-11-05,Web,Credit Card,Clothing,1,2754.73,2754.73
T0009851,C00034,2023-11-06,Web,Credit Card,Sports,1,1190.34,1190.34
T0005460,C00911,2023-11-06,Mobile App,Debit Card,Toys,4,515.23,2060.91
T0008427,C01390,2023-11-06,Mobile App,Debit Card,Sports,3,791.03,2373.09
T0008805,C01454,2023-11-06,Web,Credit Card,Sports,2,933.47,1866.93
T0000726,C00119,2023-11-07,Mobile App,Wallet,Electronics,1,1902.11,1902.11
T0001455,C00239,2023-11-07,In-Store,Debit Card,Home & Kitchen,1,4067.74,4067.74
T0002881,C00480,2023-11-07,Web,Debit Card,Books,3,421.47,1264.42
T0008503,C01403,2023-11-07,Web,Debit Card,Clothing,4,99.09,396.38
T0003151,C00528,2023-11-08,Web,Debit Card,Beauty,2,258.67,517.35
T0007174,C01183,2023-11-08,Mobile App,Cash,Sports,2,595.64,1191.28
T0007720,C01272,2023-11-08,Web,Credit Card,Electronics,1,1138.81,1138.81
T0005541,C00922,2023-11-08,Mobile App,Credit Card,Books,3,469.89,1409.66
T0007688,C01268,2023-11-09,Mobile App,Wallet,Toys,1,3305.19,3305.19
T0009970,C00053,2023-11-09,Web,Cash,Toys,1,1346.37,1346.37
T0007091,C01171,2023-11-10,Web,Debit Card,Books,1,1405.85,1405.85
T0004345,C00727,2023-11-12,Mobile App,Cash,Electronics,2,1614.87,3229.74
T0009617,C01597,2023-11-12,Mobile App,Wallet,Toys,1,1936.37,1936.37
T0005038,C00839,2023-11-12,Mobile App,Credit Card,Toys,3,622.6,1867.79
T0007158,C01181,2023-11-13,Web,Wallet,Home & Kitchen,1,1521.59,1521.59
T0008939,C01479,2023-11-13,Web,Wallet,Home & Kitchen,2,244.49,488.99
T0007603,C01255,2023-11-13,Mobile App,Wallet,Clothing,2,1532.56,3065.13
T0007298,C01203,2023-11-13,Web,Debit Card,Home & Kitchen,1,3149.8,3149.8
T0005578,C00929,2023-11-14,Web,Wallet,Beauty,1,2385.97,2385.97
T0008619,C01422,2023-11-14,Web,Credit Card,Clothing,1,5781.09,5781.09
T0009964,C00051,2023-11-14,Mobile App,Cash,Clothing,1,1162.51,1162.51
T0009462,C01569,2023-11-15,Mobile App,Credit Card,Electronics,2,548.39,1096.78
T0005147,C00859,2023-11-15,Web,Credit Card,Beauty,1,680.15,680.15
T0003495,C00585,2023-11-15,Web,Wallet,Toys,1,3706.7,3706.7
T0001713,C00283,2023-11-16,Web,Wallet,Toys,1,956.73,956.73
T0000083,C00013,2023-11-17,Mobile App,Credit Card,Electronics,2,739.98,1479.97
T0001333,C00219,2023-11-17,Mobile App,Debit Card,Home & Kitchen,2,802.4,1604.8
T0004438,C00740,2023-11-17,Web,Cash,Clothing,2,1198.78,2397.56
T0000716,C00116,2023-11-18,Web,Credit Card,Clothing,2,542.87,1085.74
T0006185,C01022,2023-11-18,Mobile App,Debit Card,Clothing,2,1051.09,2102.18
T0001985,C00325,2023-11-18,Mobile App,Debit Card,Sports,1,2380.82,2380.82
T0007333,C01211,2023-11-18,Mobile App,Cash,Electronics,2,597.19,1194.38
T0002558,C00421,2023-11-19,Mobile App,,Beauty,1,1782.89,1782.89
T0001239,C00203,2023-11-19,Mobile App,Cash,Books,7,449.74,3148.16
T0005000,C00833,2023-11-19,Mobile App,Credit Card,Electronics,1,841.39,841.39
T0008711,C01436,2023-11-19,In-Store,Debit Card,Beauty,2,1756.71,3513.42
T0001768,C00292,2023-11-20,Web,Cash,Home & Kitchen,3,227.3,681.89
T0009663,C00004,2023-11-20,In-Store,Credit Card,Home & Kitchen,1,1495.18,1495.18
T0000922,C00152,2023-11-20,Mobile App,Debit Card,Toys,2,320.6,641.21
T0002892,C00481,2023-11-21,In-Store,Cash,Sports,1,1297.82,1297.82
T0003723,C00625,2023-11-21,Mobile App,Wallet,Books,1,3594.47,3594.47
T0006872,C01140,2023-11-22,Mobile App,Cash,Home & Kitchen,1,1826.58,1826.58
T0006895,C01144,2023-11-22,Web,Credit Card,Home & Kitchen,2,1393.46,2786.92
T0001508,C00248,2023-11-22,Mobile App,Credit Card,Electronics,2,704.78,1409.57
T0001939,C00318,2023-11-23,Mobile App,Credit Card,Beauty,2,1594.45,3188.91
T0001660,C00272,2023-11-23,Web,Credit Card,Beauty,2,398.91,797.82
T0007921,C01308,2023-11-24,Mobile App,Debit Card,Electronics,1,687.91,687.91
T0009738,C00016,2023-11-25,In-Store,Debit Card,Electronics,2,1315.78,2631.56
T0000990,C00164,2023-11-25,Web,Debit Card,Sports,1,1457.91,1457.91
T0004511,C00752,2023-11-25,Web,Debit Card,Toys,1,1842.45,1842.45
T0007771,C01281,2023-11-25,Web,Debit Card,Books,2,540.33,1080.66
T0008259,C01360,2023-11-26,Mobile App,,Toys,6,249.73,1498.41
T0004254,C00711,2023-11-26,Mobile App,Credit Card,Books,2,1053.86,2107.72
T0009288,C01543,2023-11-27,In-Store,Credit Card,Electronics,2,834.46,1668.92
T0004991,C00832,2023-11-27,Web,Credit Card,Books,4,630.81,2523.22
T0009695,C00009,2023-11-27,Web,Cash,Beauty,3,513.43,1540.28
T0005574,C00928,2023-11-28,Mobile App,Credit Card,Clothing,1,1580.77,1580.77
T0004522,C00753,2023-11-28,Mobile App,Debit Card,Sports,1,5195.71,5195.71
T0002685,C00443,2023-11-29,Web,Debit Card,Books,1,2817.57,2817.57
T0009976,C00054,2023-11-29,In-Store,Wallet,Toys,3,669.98,2009.94
T0008155,C01345,2023-11-29,Mobile App,Debit Card,Home & Kitchen,3,626.27,1878.81
T0007894,C01301,2023-11-30,In-Store,Debit Card,Sports,1,1190.57,1190.57
T0009113,C01512,2023-12-01,Web,Credit Card,Home & Kitchen,2,330.31,660.62
T0003418,C00571,2023-12-01,Web,Cash,Toys,3,1089.68,3269.04
T0007694,C01269,2023-12-01,Web,Cash,Clothing,2,949.57,1899.13
T0006438,C01062,2023-12-01,Mobile App,Debit Card,Books,1,2756.49,2756.49
T0002956,C00494,2023-12-02,Web,Debit Card,Toys,1,4429.02,4429.02
T0004551,C00757,2023-12-03,In-Store,Credit Card,Home & Kitchen,4,490.63,1962.5
T0004751,C00788,2023-12-03,Web,Debit Card,Clothing,1,864.73,864.73
T0004978,C00830,2023-12-03,Web,Debit Card,Toys,2,545.07,1090.15
T0010003,C00057,2023-12-04,Mobile App,Debit Card,Beauty,4,520.69,2082.75
T0003614,C00605,2023-12-04,Web,Debit Card,Electronics,1,960.24,960.24
T0007201,C01189,2023-12-05,In-Store,Wallet,Electronics,1,3094.1,3094.1
T0005729,C00949,2023-12-05,Web,,Clothing,3,772.58,2317.75
T0004986,C00831,2023-12-06,Mobile App,Debit Card,Sports,1,2836.5,2836.5
T0009543,C01583,2023-12-06,Web,Credit Card,Electronics,2,560.43,1120.86
T0000267,C00043,2023-12-06,Mobile App,Credit Card,Electronics,2,1017.84,2035.67
T0003625,C00607,2023-12-06,Web,Credit Card,Toys,3,271.1,813.29
T0002564,C00422,2023-12-06,Mobile App,Cash,Electronics,1,1402.55,1402.55
T0000144,C00023,2023-12-08,Web,Cash,Toys,1,4871.74,4871.74
T0008749,C01444,2023-12-08,Web,Credit Card,Toys,1,1337.05,1337.05
T0002901,C00483,2023-12-09,Mobile App,Credit Card,Books,1,890.9,890.9
T0009841,C00032,2023-12-09,Web,Cash,Home & Kitchen,1,1522.23,1522.23
T0006264,C01036,2023-12-10,Mobile App,Credit Card,Home & Kitchen,3,427.85,1283.55
T0009227,C01533,2023-12-10,Web,Credit Card,Toys,1,928.51,928.51
T0006722,C01113,2023-12-11,Web,Credit Card,Toys,1,1386.68,1386.68
T0005384,C00900,2023-12-11,Web,Credit Card,Books,1,669.99,669.99
T0009189,C01527,2023-12-11,Mobile App,Cash,Toys,2,862.56,1725.12
T0001975,C00324,2023-12-11,Mobile App,Credit Card,Clothing,4,359.23,1436.93
T0009271,C01539,2023-12-12,Web,Credit Card,Electronics,1,1007.78,1007.78
T0007047,C01164,2023-12-13,In-Store,Credit Card,Sports,1,1321.9,1321.9
T0003628,C00608,2023-12-13,Web,Cash,Clothing,3,311.58,934.74
T0005249,C00877,2023-12-14,Mobile App,Wallet,Books,1,2467.26,2467.26
T0007552,C01245,2023-12-14,Mobile App,Credit Card,Toys,1,1097.29,1097.29
T0003801,C00637,2023-12-15,Mobile App,Credit Card,Books,1,1601.36,1601.36
T0007155,C01181,2023-12-15,Web,Credit Card,Clothing,1,2065.37,2065.37
T0005628,C00936,2023-12-15,,Credit Card,Beauty,2,816.43,1632.86
T0003645,C00611,2023-12-15,Mobile App,Debit Card,Sports,3,897.88,2693.64
T0005544,C00922,2023-12-15,Web,Debit Card,Toys,1,2588.65,2588.65
T0007893,C01301,2023-12-15,Mobile App,Credit Card,Toys,5,150.85,754.24
T0002931,C00489,2023-12-15,Mobile App,Credit Card,Toys,2,598.62,1197.23
T0008013,C01322,2023-12-16,Mobile App,Credit Card,Sports,2,475.28,950.57
T0003189,C00533,2023-12-16,Mobile App,Credit Card,Toys,2,1829.03,3658.06
T0008268,C01362,2023-12-16,Mobile App,Wallet,Clothing,3,442.12,1326.36
T0002749,C00457,2023-12-16,Mobile App,Wallet,Clothing,1,1692.52,1692.52
T0002701,C00447,2023-12-17,In-Store,Credit Card,Books,1,733.47,733.47
T0004484,C00747,2023-12-17,In-Store,Debit Card,Clothing,4,517.35,2069.39
T0007024,C01161,2023-12-17,In-Store,Credit Card,Sports,1,3590.37,3590.37
T0002769,C00460,2023-12-18,Web,Cash,Toys,1,1330.58,1330.58
T0003456,C00578,2023-12-19,In-Store,Debit Card,Beauty,1,642.8,642.8
T0007380,C01219,2023-12-19,In-Store,Credit Card,Home & Kitchen,1,1840.1,1840.1
T0006139,C01014,2023-12-19,Web,Credit Card,Toys,1,1348.75,1348.75
T0006189,C01023,2023-12-20,In-Store,Debit Card,Sports,5,246.72,1233.61
T0006434,C01060,2023-12-20,Mobile App,Wallet,Sports,1,2403.42,2403.42
T0007113,C01174,2023-12-20,Mobile App,Debit Card,Beauty,1,216.42,216.42
T0009568,C01586,2023-12-20,Mobile App,Credit Card,Home & Kitchen,5,313.24,1566.2
T0008059,C01329,2023-12-20,Web,Credit Card,Sports,1,1315.46,1315.46
T0000546,C00085,2023-12-21,,Credit Card,Beauty,1,1013.6,1013.6
T0003105,C00519,2023-12-21,Mobile App,Credit Card,Beauty,1,2933.04,2933.04
T0006570,C01085,2023-12-22,Mobile App,Credit Card,Clothing,2,1457.36,2914.72
T0008152,C01344,2023-12-23,Web,Credit Card,Books,2,278.71,557.42
T0005789,C00956,2023-12-23,Web,Credit Card,Toys,1,3611.69,3611.69
T0002964,C00496,2023-12-23,Mobile App,Credit Card,Clothing,3,270.0,810.01
T0000388,C00064,2023-12-23,Mobile App,Debit Card,Electronics,1,2419.94,2419.94
T0008387,C01383,2023-12-24,Web,Debit Card,Toys,1,1943.32,1943.32
T0008177,C01347,2023-12-25,In-Store,Debit Card,Home & Kitchen,1,1549.19,1549.19
T0005904,C00975,2023-12-25,Web,Credit Card,Beauty,1,1608.82,1608.82
T0008207,C01352,2023-12-26,In-Store,Credit Card,Toys,3,348.91,1046.74
T0001113,C00182,2023-12-26,Mobile App,Cash,Beauty,1,1460.96,1460.96
T0000689,C00111,2023-12-26,Web,Debit Card,Clothing,3,897.96,2693.89
T0009148,C01518,2023-12-26,Web,Credit Card,Sports,3,600.1,1800.29
T0000145,C00023,2023-12-27,Web,Debit Card,Clothing,1,989.06,989.06
T0004195,C00703,2023-12-27,In-Store,Wallet,Clothing,1,2283.46,2283.46
T0001881,C00308,2023-12-27,Web,Debit Card,Beauty,2,1448.67,2897.34
T0001314,C00216,2023-12-27,Web,Credit Card,Electronics,1,1177.52,1177.52
T0000805,C00132,2023-12-27,Mobile App,Credit Card,Toys,2,817.16,1634.33
T0007778,C01282,2023-12-28,Mobile App,Debit Card,Electronics,1,1609.61,1609.61
T0009921,C00045,2023-12-28,Mobile App,Debit Card,Electronics,1,1648.16,1648.16
T0002848,C00475,2023-12-28,Web,Credit Card,Electronics,2,1175.49,2350.98
T0000456,C00073,2023-12-28,Web,Debit Card,Beauty,7,291.08,2037.58
T0001893,C00310,2023-12-29,Web,Debit Card,Books,3,420.67,1262.0
T0006318,C01043,2023-12-29,Web,Cash,Electronics,1,2348.55,2348.55
T0006697,C01109,2023-12-29,Web,Credit Card,Beauty,3,959.4,2878.21
T0004252,C00711,2023-12-30,Mobile App,Debit Card,Sports,1,1935.11,1935.11
T0003706,C00621,2023-12-30,Mobile App,Debit Card,Electronics,2,372.9,745.8
T0005617,C00934,2023-12-31,Web,Wallet,Clothing,1,770.61,770.61
T0005109,C00850,2023-12-31,Mobile App,Cash,Beauty,2,817.67,1635.33
T0001743,C00288,2024-01-01,Web,Credit Card,Beauty,1,734.84,734.84
T0003344,C00558,2024-01-01,Mobile App,Credit Card,Clothing,1,1723.17,1723.17
T0002052,C00334,2024-01-01,In-Store,Debit Card,Electronics,1,2125.27,2125.27
T0008196,C01350,2024-01-03,Web,Debit Card,Beauty,1,1623.59,1623.59
T0003485,C00584,2024-01-04,Web,Wallet,Sports,1,473.91,473.91
T0004900,C00816,2024-01-04,Mobile App,Credit Card,Toys,1,1352.91,1352.91
T0006024,C00995,2024-01-04,Web,,Electronics,1,830.63,830.63
T0001171,C00192,2024-01-04,Mobile App,Credit Card,Beauty,2,1242.18,2484.36
T0002245,C00369,2024-01-05,Web,Credit Card,Beauty,1,855.93,855.93
T0008413,C01388,2024-01-05,Web,Cash,Sports,1,4232.02,4232.02
T0009668,C00005,2024-01-05,Mobile App,Credit Card,Beauty,1,3395.05,3395.05
T0005755,C00952,2024-01-06,Web,,Books,1,3296.63,3296.63
T0007730,C01274,2024-01-07,Mobile App,Cash,Sports,2,937.01,1874.02
T0007903,C01304,2024-01-07,Mobile App,Debit Card,Electronics,1,1212.83,1212.83
T0001277,C00209,2024-01-08,In-Store,Debit Card,Books,2,445.46,890.92
T0003821,C00641,2024-01-08,Web,Debit Card,Books,1,1357.88,1357.88
T0004716,C00783,2024-01-09,Mobile App,Debit Card,Electronics,2,769.07,1538.13
T0005685,C00943,2024-09-01,Web,Cash,Clothing,1,2490.11,2490.11
T0005269,C00880,2024-01-09,Mobile App,Credit Card,Home & Kitchen,1,2024.51,2024.51
T0001306,C00215,2024-01-09,Web,Cash,Home & Kitchen,4,378.15,1512.6
T0000614,C00097,2024-01-09,Mobile App,Cash,Toys,1,1481.01,1481.01
T0000218,C00035,2024-01-10,Web,Wallet,Sports,3,828.03,2484.09
T0003129,C00524,2024-01-10,Web,Credit Card,Beauty,2,631.28,1262.56
